name,country_code,region,city,industry,employee_range,employee_count_est,company_age_years,founded_year,ipo_status,is_active,is_for_profit,cb_rank,has_funding,funding_total_usd,num_funding_rounds,last_funding_type,last_funding_year,fin_num_investors,it_spend_usd,active_tech_count,builtwith_num_technologies_used,semrush_visits_latest_month,monthly_visits_growth,num_contacts,num_employee_profiles,num_news,num_investors,num_acquisitions,num_current_positions,website,contact_email,contact_phone,active_hiring,recent_funding_event,web_visits_30d,email_engagement_score,crm_completeness_pct,days_since_last_contact,reply_rate_pct,deal_potential_usd,intent_score,last_contact_channel,lead_score,converted
Xpres,GB,EU,Castle Donington,E-Commerce,101-250,175.0,44.0,1980.0,private,1,1,1425167.0,0,0,0,none,,0,195183.5,13.0,13.0,19603.0,-0.392738763,5.0,0,3.0,1.0,1.0,1.0,https://www.xpres.co.uk,sal███xpr███co.███,+44███133███5 5██████,1,0,19612,34.3,42.9,342,12.93,97323,43.5,,43.18,1
Xuver Lab,NL,EU,Ulvenhout,3D Technology,11-50,30.0,7.0,2017.0,private,1,1,2990034.0,0,0,0,none,,0,195183.5,1.0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.xuver.nl,inf███uve███l,31-███032███,1,0,1712,18.1,45.1,353,21.57,27950,42.2,LinkedIn,36.35,0
Hoana Medical,US,Unknown,Honolulu,Hardware,51-100,75.0,24.0,2000.0,private,1,1,424180.0,1,24295600,6,series_unknown,2012.0,3,195183.5,4.0,4.0,1587.5,-0.120360248,5.0,2,3.0,3.0,1.0,2.0,https://www.hoana.com/,inf███oan███om,808███548███,1,1,1592,55.6,49.8,74,26.57,49743,59.6,Email,67.71,1
Symbiologist,DE,EU,Burgbernheim,Logistics,11-50,30.0,8.0,2016.0,private,1,1,2153780.0,0,0,0,none,,0,50358.0,3.0,3.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.symbiolog.de,kon███t@s███iol██████,+49███843███565██████,0,0,1849,14.1,49.1,289,9.89,17994,30.9,Email,22.97,0
The Balancing Center,US,Unknown,Chicago,Health Care,1-10,5.0,37.0,1987.0,private,1,1,1727150.0,0,0,0,none,,0,5278.0,8.0,8.0,1587.5,-0.120360248,4.0,1,3.0,1.0,1.0,1.0,https://www.thebalancingcenter.com,inf███heb███nci█████████com███,+1 ███ 78███222███,0,0,1588,10.6,45.3,281,2.07,2884,28.2,Email,21.59,0
Urban Industries,GB,EU,Eastbourne,E-Commerce,Unknown,30.0,22.0,2002.0,private,1,1,1267571.0,0,0,0,none,,0,195183.5,77.0,77.0,138052.0,0.171799138,3.0,0,3.0,1.0,1.0,1.0,https://www.urbanindustry.co.uk/,,44 ███ 13███412██████,0,0,138090,33.2,52.0,65,0.73,27291,49.3,LinkedIn,36.47,0
Flooring Doctor,US,Unknown,Langhorne,Construction,1-10,5.0,10.0,2014.0,private,1,1,2502129.0,0,0,0,none,,0,47642.0,3.0,3.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.flooring-doctor.com,sto███flo███ng-█████████m,1-2███970███30,0,0,1628,10.9,31.8,124,1.5,19590,33.8,LinkedIn,23.97,0
Selectiva Outsourcing,ES,EU,Madrid,Outsourcing,51-100,75.0,14.0,,private,1,1,2752821.0,0,0,0,none,,0,195183.5,30.0,30.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://selectivaoutsourcing.es,,+34███ 37███3 7███,1,0,1593,30.8,48.0,318,6.44,47321,51.9,,40.2,1
Alston & Clayden,AE,AS,Al Satwa,Brand Marketing,1-10,5.0,8.0,2016.0,private,1,1,3060584.0,0,0,0,none,,0,195183.5,1.0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://alstonclayden.ae/,inf███lst███lay█████████,971███24.███1,0,0,1625,23.4,49.0,86,7.19,13114,26.2,Phone,25.6,0
sellnship solutions,IN,AS,Chandigarh,Digital Marketing,11-50,30.0,8.0,2016.0,private,1,1,963100.0,0,0,0,none,,0,195183.5,38.0,38.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.sellnship.in,inf███ell███ip.███,+91███688███88,0,0,1724,28.5,34.1,40,0.0,28390,44.3,Event,29.22,0
WRIR 97.3 FM,US,Unknown,Richmond,Broadcasting,11-50,30.0,14.0,,private,1,0,1617774.0,0,0,0,none,,0,195183.5,18.0,18.0,2192.0,-0.892864125,10.0,0,3.0,1.0,1.0,1.0,https://www.wrir.org,inf███rir███g,+1-███-62███747███,0,0,2192,16.0,36.0,185,3.21,40872,32.0,LinkedIn,24.66,0
YAMATO SYSTEM,JP,AS,Fukushima,Information Technology,11-50,30.0,14.0,,private,1,1,2570460.0,0,0,0,none,,0,195183.5,21.0,21.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.yamato-sys.com/,inf███ati███yam█████████om,06-███6-6███,0,0,1630,20.1,38.0,353,8.81,26624,27.7,,21.03,0
Orange Tree Theatre,GB,EU,London,Performing Arts,51-100,75.0,14.0,,private,1,1,2738565.0,0,0,0,none,,0,195183.5,2.0,2.0,26826.0,-0.623653199,6.0,0,3.0,1.0,1.0,1.0,https://www.orangetreetheatre.co.uk,,208███0-3███,0,0,26826,30.7,39.5,334,8.65,101246,22.3,LinkedIn,26.55,0
Culcha,DE,EU,Berlin,Corporate Training,11-50,30.0,5.0,2019.0,private,1,1,77144.0,1,2146930,3,seed,2022.0,1,67567.0,20.0,20.0,1587.5,-0.120360248,5.0,2,3.0,1.0,1.0,2.0,https://culcha.com/,inf███ulc███com███,+49███ 44███ 49██████,0,0,1592,45.0,50.0,265,0.0,18580,13.9,LinkedIn,27.91,0
CRYCASH,CH,EU,Zug,Blockchain,11-50,30.0,14.0,,private,1,1,2564443.0,0,0,0,none,,0,192307.0,30.0,30.0,250.0,-0.674902471,5.0,1,3.0,1.0,1.0,1.0,https://crycash.io,sup███t@c███ash██████,,0,0,481,45.8,39.1,270,6.55,24760,31.8,LinkedIn,24.96,0
Shenzhen Yuanxing Biopharmaceutical,Unknown,Unknown,Unknown,Biotechnology,Unknown,30.0,14.0,,private,1,1,3257325.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,https://www.thyxnm.com/,,,1,0,1595,41.8,37.1,41,20.7,38478,29.7,LinkedIn,39.78,1
You Body Care,Unknown,Unknown,Unknown,Unknown,Unknown,30.0,14.0,,private,1,1,3190099.0,0,0,0,none,,0,23586.0,7.0,7.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,http://youbodycare.com,,,1,0,1590,41.4,39.1,92,11.82,16267,51.3,Phone,43.52,1
Your HRmanager,AU,OC,Pyrmont,Advice,1-10,5.0,15.0,2009.0,private,1,1,2285490.0,0,0,0,none,,0,195183.5,25.0,25.0,1587.5,-0.120360248,2.0,0,3.0,1.0,1.0,1.0,https://www.yourhrmanager.com.au/,,+61███969███169███,0,0,1602,11.1,50.5,184,7.57,18216,23.6,Email,22.19,0
Yolon Energy,US,Unknown,East Windsor,Energy,11-50,30.0,11.0,2013.0,private,1,1,1012961.0,0,0,0,none,,0,121042.0,1.0,1.0,1587.5,-0.120360248,7.0,2,3.0,1.0,1.0,2.0,https://www.yolonenergy.com,sal███yol███ner█████████,+1 ███ 53███603███,0,0,2034,27.6,45.7,214,0.0,22968,17.6,Email,22.8,0
Solon Eiendom AS,NO,EU,Oslo,Real Estate,11-50,30.0,18.0,2006.0,private,1,1,776861.0,0,0,0,none,,0,16039264.0,47.0,47.0,1055.0,-0.485867446,6.0,0,1.0,1.0,1.0,1.0,http://www.soloneiendom.no/,,(99███78-███,0,0,1056,24.5,43.4,16,6.93,817734,26.1,Phone,25.6,0
"Wilson, Hanson & Blom",US,Unknown,Rapid City,Accounting,1-10,5.0,14.0,,private,1,1,1187614.0,0,0,0,none,,0,84565.0,1.0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.whbcpa.com/,,+1 ███-34███681███,0,0,1591,14.5,43.1,264,5.66,8300,21.5,LinkedIn,20.84,0
Wright Technology Group,US,Unknown,Brockton,Consulting,1-10,5.0,19.0,2005.0,private,1,1,2165460.0,0,0,0,none,,0,65893.0,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.wright-itconsulting.com,inf███rig███itc█████████.co███,508███8-1███,0,0,1777,21.7,54.3,113,8.31,6225,20.0,Email,24.33,0
Shikoku Hokyo,JP,AS,Matsuyama,Security,11-50,30.0,14.0,,private,1,1,2686332.0,0,0,0,none,,0,195183.5,1.0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://hokyo.org/,sal███@ho███.or███,089███4-1███,0,0,1913,29.5,38.0,291,8.0,26608,34.7,Email,24.39,0
Shenzhen Wuzhu Tech,CN,AS,Shenzhen,Electronics,10001+,15000.0,31.0,1993.0,private,1,1,521571.0,1,0,1,private_equity,2016.0,1,195183.5,21.0,21.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,http://en.topcb.com.cn/,mar███ing███sm@█████████.cn███,075███750███8,1,1,1604,55.0,54.5,291,23.23,7512819,57.9,Email,64.72,1
Yamit,IL,AS,Moshava,CleanTech,Unknown,30.0,39.0,1985.0,private,1,1,1468126.0,0,0,0,none,,0,195183.5,23.0,23.0,197.0,-0.963246269,3.0,1,3.0,1.0,1.0,1.0,http://www.yamit-f.com/,inf███ami███.co███,+97███-62███006███,0,0,200,16.2,44.1,47,5.68,26355,19.1,LinkedIn,22.46,0
Yangyuan,CN,AS,Hebei,Food and Beverage,1001-5000,3000.0,27.0,1997.0,public,1,1,602046.0,0,0,0,none,,0,195183.5,6.0,6.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.hbyangyuan.com,heb███ang███n@1█████████,031███329███,1,0,2053,37.4,42.7,306,22.26,1510998,61.6,Email,42.82,1
Holmes Insurance Agency,US,Unknown,Manhattan,Commercial Insurance,Unknown,30.0,32.0,1992.0,private,1,1,1212823.0,0,0,0,none,,0,74631.0,26.0,26.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.holmesinsuranceagency.com/,hol███@ho███sin█████████enc██████,785███9-1███,0,0,1807,18.6,64.0,96,0.0,23095,38.7,Email,28.79,0
Hokuto Kotsu,JP,AS,Sapporo,Local Business,Unknown,30.0,14.0,,private,1,1,1134550.0,0,0,0,none,,0,195183.5,5.0,5.0,136195.0,-0.086724156,5.0,1,3.0,1.0,1.0,1.0,https://www.hokto.co.jp/,,+81███11 ███2) ██████,1,0,136250,32.2,35.6,94,19.83,60690,51.4,Email,47.36,1
Shutcone.com,IN,AS,Thane,E-Commerce,11-50,30.0,11.0,2013.0,private,1,1,2513045.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.shutcone.com/,(75███011███0)m█████████@gm█████████,+91███522███19,0,0,1593,17.0,41.2,325,13.01,26758,14.5,Email,18.7,0
Untriel,NL,EU,Leiderdorp,Internet,1-10,5.0,10.0,2014.0,private,1,1,3174873.0,0,0,0,none,,0,195183.5,27.0,27.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.untriel.nl,inf███ntr███.nl███,+31███- 5███ 27███,0,0,1606,22.8,34.1,73,0.0,22457,22.5,Event,23.77,0
Flow Engine,Unknown,Unknown,Unknown,Unknown,Unknown,30.0,14.0,,private,1,1,2946610.0,0,0,0,none,,0,345563.0,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,,,,0,0,1603,27.7,51.6,335,1.65,32977,33.7,Email,24.31,0
AlterFab,CA,Unknown,Oakville,Fashion,Unknown,30.0,5.0,2019.0,private,1,1,1732881.0,1,0,1,pre_seed,2020.0,1,62192.0,3.0,3.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.alterfab.com/,sal███alt███ab.██████,1- ███-61███647███,1,1,1620,34.6,57.5,67,32.59,18512,72.5,LinkedIn,68.91,1
Alternative Asset Investments,Unknown,Unknown,Unknown,Unknown,Unknown,30.0,14.0,,private,1,0,1186889.0,0,0,0,none,,0,63015450.0,7.0,7.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,,,,1,0,1764,49.5,57.4,245,10.57,3171656,52.4,LinkedIn,44.02,1
Korubu,GB,EU,Manchester,Analytics,11-50,30.0,8.0,2016.0,private,1,1,3137033.0,0,0,0,none,,0,166953.0,6.0,6.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.korubu.com,Hel███kor███.co███,016███016███,1,0,1662,11.8,53.8,76,21.82,25447,51.3,,42.0,0
Self Storage Zone - Dumfries,US,Unknown,Dumfries,Self-Storage,Unknown,30.0,14.0,,private,1,1,1311215.0,0,0,0,none,,0,237390.0,24.0,24.0,1587.5,-0.120360248,3.0,0,3.0,1.0,1.0,1.0,https://www.selfstoragezone.com,dum███es@███fst█████████.co███,703███2-1███,1,0,1591,29.0,40.8,207,20.29,43093,50.4,Email,40.38,0
XLIX Ventures,Unknown,Unknown,Unknown,Venture Capital,Unknown,30.0,14.0,,private,1,1,2581468.0,0,0,0,none,,0,195183.5,3.0,3.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,https://www.xlixventures.com/,,,0,0,1745,23.7,41.1,253,0.0,46525,26.3,Email,22.8,0
Yichechuxing,CN,AS,Shenzhen,Automotive,1-10,5.0,7.0,2017.0,private,0,1,150549.0,1,55463089,2,series_a,2017.0,1,195183.5,3.0,3.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,http://www.yicartrip.com,,,1,0,1619,50.8,30.6,220,11.28,22753,43.9,Email,37.57,0
Wyoming Child & Family Development,US,Unknown,Guernsey,Children,251-500,375.0,14.0,,private,1,0,1993066.0,0,0,0,none,,0,69070.0,7.0,7.0,1710.0,-0.120360248,4.0,1,3.0,1.0,1.0,1.0,https://wyomingchild.org,cen███lof███e@w█████████ld.██████,+1-███-83███751███,1,0,1766,29.0,59.5,261,18.85,201111,42.3,Email,39.76,0
WoodRidge Behavioral Care,US,Unknown,Madison,Education,251-500,375.0,41.0,1983.0,private,0,1,510962.0,0,0,0,none,,0,129255.0,6.0,6.0,1587.5,-0.120360248,19.0,0,3.0,1.0,1.0,1.0,http://www.woodridgecare.com/,inf███ood███gec█████████,615███923███,1,0,1768,29.4,59.0,330,18.65,193980,61.5,LinkedIn,36.76,0
DISCCONVENIOS,Unknown,Unknown,Unknown,Unknown,1-10,5.0,19.0,2005.0,private,1,1,1448246.0,0,0,0,none,,0,195183.5,34.0,34.0,12443.0,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.discconvenios.com.br/,,,1,0,12446,39.1,40.1,343,26.09,18065,37.4,Email,42.2,1
Oracle Financial Planning,UA,EU,Pukhovka,Angel Investment,11-50,30.0,16.0,2008.0,private,1,1,2069151.0,0,0,0,none,,0,195183.5,18.0,18.0,1587.5,-0.120360248,1.0,0,3.0,1.0,1.0,1.0,http://www.oraclefp.co.uk/,hel███ora███fp.██████,084███88 ███1,0,0,1606,22.7,51.4,258,0.6,35635,20.6,Email,21.67,0
Sheridans Estate Agents,GB,EU,Bury Saint Edmunds,Property Management,11-50,30.0,22.0,2002.0,private,1,1,2854521.0,0,0,0,none,,0,1241562.0,7.0,7.0,1587.5,-0.120360248,1.0,1,3.0,1.0,1.0,1.0,https://www.sheridans.ltd.uk,enq███ies███eri█████████uk,+44███284███001███,0,0,1596,33.9,33.0,307,12.3,77520,25.6,,21.64,0
Yoma Micopower PDF,MM,AS,Yangon,Energy,1001-5000,3000.0,18.0,2006.0,private,1,1,2242981.0,1,0,1,series_unknown,2017.0,2,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,2.0,1.0,1.0,http://www.yomastrategic.com/html/index.php,,,0,1,1589,43.4,47.3,73,15.43,1512779,48.9,LinkedIn,52.16,1
YouGene,US,Unknown,New York,Genetics,1-10,5.0,15.0,2009.0,private,1,1,1802378.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,1.0,1,3.0,1.0,1.0,1.0,http://www.you-gene.com,rha███you███ne.██████,(57███35-███1,0,0,1621,28.7,39.4,124,7.5,12883,37.6,Email,26.56,0
Handled IT Partners,US,Unknown,Chicago,Information Services,11-50,30.0,16.0,2008.0,private,1,1,894308.0,0,0,0,none,,0,72220.0,13.0,13.0,1587.5,-0.120360248,2.0,0,3.0,1.0,1.0,1.0,https://www.handled.tech,inf███and███.te███,312███8-1███,1,1,2456,25.3,46.7,187,34.46,32533,75.8,Email,61.22,1
Weisner Orthodontics,US,Unknown,Methuen,Dental,11-50,30.0,14.0,,private,1,1,2927830.0,0,0,0,none,,0,96286.0,2.0,2.0,2114.0,-0.120360248,1.0,0,3.0,1.0,1.0,1.0,https://www.weisnerorthodontics.com,inf███eis███ort█████████.co███,+1 ███ 68███433███,1,0,2115,29.2,40.3,253,0.03,20524,48.6,Email,39.41,0
Cannelle Holdings,AE,AS,Dubai,Building Material,11-50,30.0,23.0,2001.0,private,1,1,1136056.0,0,0,0,none,,0,195183.5,3.0,3.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,https://cannelleholdings.com,inf███ann███eho█████████m,+97███0 1███300███,0,0,1606,17.0,32.4,320,9.56,25666,7.6,,16.69,0
Cannify,US,Unknown,Denver,Pharmaceutical,1-10,5.0,8.0,2016.0,private,1,1,891540.0,0,0,0,none,,0,195183.5,6.0,6.0,5551.0,2.24619883,3.0,1,3.0,1.0,1.0,1.0,http://www.cannify.us,,,1,0,5603,29.9,43.0,307,21.92,13745,60.6,Event,43.73,1
Conciliaprêt,FR,EU,Lyon,Credit,11-50,30.0,11.0,2013.0,private,1,1,2567127.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://conciliapret.fr,lyo███onc███apr██████,+33███ 28███ 51██████,1,0,1611,33.6,52.4,234,20.48,111798,51.3,Event,41.87,0
Stronghold Services Corporation,CA,Unknown,London,Business Information Systems,11-50,30.0,20.0,2004.0,private,1,1,2318707.0,0,0,0,none,,0,195183.5,54.0,54.0,86.0,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.stronghold.ca,,,0,0,102,19.6,43.8,249,15.27,38212,22.0,,20.81,0
Dispirito Design,GB,EU,Cleethorpes,Advertising,1-10,5.0,21.0,2003.0,private,1,1,3059976.0,0,0,0,none,,0,54674.0,27.0,27.0,1587.5,-0.120360248,5.0,1,3.0,1.0,1.0,1.0,http://www.dispirito.co.uk,des███@di███rit█████████,44-███2 5███76,1,0,1590,41.6,50.2,331,19.83,38720,42.5,Phone,39.4,0
TPV Compound,IT,EU,Argenta,Construction,101-250,175.0,14.0,,private,1,1,1000789.0,0,0,0,none,,0,170828.0,48.0,48.0,504.0,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.tpvcompound.com,log███ics███gen█████████pou█████████,+39███3 2███568███,0,1,532,14.3,35.6,344,17.31,96237,47.2,Email,38.62,0
WePractice,CH,EU,Zürich,Coworking,101-250,175.0,4.0,2020.0,private,1,1,310941.0,1,0,2,series_b,2022.0,1,260026.0,19.0,19.0,5689.0,5.0,3.0,0,3.0,1.0,1.0,1.0,https://wepractice.ch/en,,,0,1,5695,67.2,42.2,71,26.2,100945,74.3,Phone,61.42,1
Shirley Marie's Accounting,US,Unknown,Phenix City,Accounting,Unknown,30.0,14.0,,private,1,1,3001101.0,0,0,0,none,,0,212956.0,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.shirleysacct.com/,inf███hir███sac█████████,+1 ███-29███209███,0,0,1588,11.0,39.0,234,2.03,47848,17.0,LinkedIn,19.67,0
XYQQ,Unknown,Unknown,Unknown,Software,Unknown,30.0,11.0,2013.0,private,0,1,2212629.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://www.xyqqvirtualreality.com/,,,1,0,1708,32.2,50.0,323,15.41,24971,49.8,,32.08,0
Xcess corp,US,Unknown,Issaquah,Blockchain,11-50,30.0,10.0,2014.0,private,1,1,2420774.0,0,0,0,none,,0,128314.0,2.0,2.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.xcesscorp.com/,inf███ces███rp.██████,,0,0,1672,27.9,44.3,155,9.16,22504,44.9,Phone,28.49,0
YappyBox,IN,AS,Bangalore City,Apps,Unknown,30.0,14.0,,private,0,1,1844405.0,0,0,0,none,,0,195183.5,1.0,1.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,http://yappybox.in,,884███496███,0,1,1609,14.3,49.5,114,22.24,89815,46.9,Phone,35.47,0
Holland Realty,US,Unknown,Plano,Construction,1-10,5.0,16.0,2008.0,private,1,1,2113908.0,0,0,0,none,,0,143172.0,14.0,14.0,1587.5,-0.120360248,6.0,0,3.0,1.0,1.0,1.0,http://www.hollandrealtyhomes.com/,,972███8-6███,1,0,1615,43.5,53.5,312,21.76,10361,58.4,,43.45,1
Sykehusapotekene I Midt-Norge,NO,EU,Trondheim,B2B,Unknown,30.0,14.0,,private,1,1,2194497.0,0,0,0,none,,0,7947700.0,28.0,28.0,3165.0,4.222772277,5.0,0,3.0,1.0,1.0,1.0,https://www.sykehusapoteket.no,pos███tta███yke█████████et.███,+47███ 86███ 00███,0,0,3265,22.7,49.5,227,17.44,412579,45.3,Email,28.44,0
UnsignedMusicians.com,Unknown,Unknown,Unknown,Art,Unknown,30.0,14.0,,private,0,1,3001637.0,0,0,0,none,,0,195183.5,12.0,12.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.unsignedmusicians.com,,888███3-6███,0,0,1615,39.5,46.2,321,0.0,27960,28.6,,16.24,0
Magellan Capital,AE,AS,Dubai,Unknown,11-50,30.0,0.0,2024.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.magellancap.com,con███t@m███lla█████████,,1,0,1665,30.1,36.0,345,13.36,24965,57.6,Email,39.98,1
Plaza de La Paz,US,Unknown,Laguna Niguel,Lifestyle,1-10,5.0,35.0,1989.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://plazadelapaz.com,,+1 ███ 83███158███,1,0,1600,24.0,44.0,244,16.58,31329,39.9,Phone,37.82,0
Mat-Su Surgical Associates,US,Unknown,Palmer,Health Care,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://matsusurgical.com,,1 9███745███00,0,0,1731,17.0,39.7,305,2.68,25537,40.2,Email,24.08,0
paysecure,AU,OC,Sydney,Financial Services,1-10,5.0,3.0,2021.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,1.0,1.0,1.0,1.0,https://paysecure.com.au/,hel███pay███ure█████████,61 ███000███82,1,0,1619,38.1,41.2,13,14.62,12835,79.0,LinkedIn,49.6,1
PatientPath,US,Unknown,Daytona Beach,Health Care,1-10,5.0,28.0,1996.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.patientpathsoftware.com,inf███ati███pat█████████.co███,+1 ███ 95███500███,0,0,1614,14.2,41.0,15,8.88,15374,35.4,LinkedIn,26.84,0
Pmdi Signs,US,Unknown,Ivyland,Architecture,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.pmdisigns.com,,+1 ███ 66███760███,0,0,1590,12.5,36.2,41,8.21,26384,15.2,Phone,21.88,0
Appcro,GB,EU,London,Consulting,11-50,30.0,14.0,2010.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://appcro.com,inf███ppc███com███,+44███034███0,0,0,1618,17.8,28.3,109,6.24,29111,21.8,,22.18,0
Digital Signage Today,US,Unknown,Louisville,Digital Signage,11-50,30.0,17.0,2007.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://digitalsignagetoday.com,,1 5███241███45,0,0,1593,8.2,38.7,277,5.74,31276,21.6,LinkedIn,19.7,0
Fram Insurance Brokers,NO,EU,Oslo,Financial Services,11-50,30.0,19.0,2005.0,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.framinsurance.no,,+47███ 40███ 30███,1,0,1595,48.2,45.5,323,13.88,26910,31.0,LinkedIn,37.49,0
Anfotech,US,Unknown,Chicago,Information Technology,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.anfotech.com,hr@███ote███com███,+1 ███ 49███566███,1,0,1593,24.3,33.2,18,22.02,25281,44.5,Email,41.0,0
D&H Innovations,PL,EU,Niezabyszewo,Industrial Automation,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://dhinnovations.pl,dhi███i.c███pl,+48███1 4███049███,1,0,1591,38.3,44.1,65,23.32,33676,44.5,,42.62,1
Orange Blend,NL,EU,Venlo,Coffee,11-50,30.0,14.0,,private,1,1,1186889.0,0,0,0,none,,0,195183.5,7.0,7.0,1587.5,-0.120360248,5.0,0,3.0,1.0,1.0,1.0,https://www.orangeblend.nl,inf███ran███len██████,+31███0 7███083███,0,0,2073,22.1,59.2,166,10.09,25812,33.8,Email,26.98,0
